id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
57_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_56	C11H20O2	[M - H]-	C11H20O2	Fatty acids	0.5476789474487305	Fatty Acids and Conjugates	0.6827322244644165	Unsaturated fatty acids	0.6522820591926575	Medium-chain fatty acids	0.5764241218566895	Medium-chain fatty acids	0.5764241218566895	Fatty acids and conjugates	0.8400757908821106	Fatty Acyls	0.882676899	Lipids and lipid-like molecules	0.9450534582138062	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	216
58_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_57	C10H18O3	[M - H]-	C10H18O3	Fatty acids	0.7437865734100342	Fatty Acids and Conjugates	0.8702442646026611	Hydroxy fatty acids	0.9690773487091064	Medium-chain hydroxy acids and derivatives	0.6600038409233093			Medium-chain hydroxy acids and derivatives	0.6600038409233093	Hydroxy acids and derivatives	0.8375214338302612	Organic acids and derivatives	0.9993133544921875	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	229
60_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_59	C9H17NO3	[M - H]-	C9H17NO3	Amino acids and Peptides	0.7645652294158936	Small peptides	0.8538362979888916	Aminoacids	0.799705446	Amino acids	0.984623373	Amino acids and derivatives	0.993316114	"Amino acids, peptides, and analogues"	0.9932891726493835	Carboxylic acids and derivatives	0.9993960857391357	Organic acids and derivatives	0.9997774958610535	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Alpha-amino ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Keto acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	230
61_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_60	C9H17NO3	[M - H]-	C9H17NO3	Amino acids and Peptides	0.7932354807853699	Small peptides	0.8728511333465576	Aminoacids	0.8255884051322937	Alpha amino acids	0.8199374079704285	Amino acids and derivatives	0.9966620206832886	"Amino acids, peptides, and analogues"	0.9966807961463928	Carboxylic acids and derivatives	0.9997380375862122	Organic acids and derivatives	0.9999358654022217	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Alpha-amino ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Keto acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	235
62_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_61	C10H8N2O2	[M - H]-	C10H8N2O2	Alkaloids	0.8394519686698914	Anthranilic acid alkaloids	0.5625057220458984	Simple indole alkaloids	0.19845092296600342	Quinolines and derivatives	0.5210431218147278					Quinolines and derivatives	0.5210431218147278	Organoheterocyclic compounds	0.9995446801185608	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Quinolines and derivatives; Pyridinecarboxylic acids and derivatives; Primary carboxylic acid amides; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	258
63_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_62	C9H16O4	[M - H]-	C9H16O4	Fatty acids	0.8877792954444885	Fatty Acids and Conjugates	0.9580230712890625	Dicarboxylic acids	0.9774971604347229	Medium-chain fatty acids	0.9445849657058716	Medium-chain fatty acids	0.9445849657058716	Fatty acids and conjugates	0.9794694185256958	Fatty Acyls	0.9746719002723694	Lipids and lipid-like molecules	0.9811938405036926	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	261
64_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_63	C10H20O3	[M - H]-	C10H20O3	Fatty acids	0.8811952471733093	Fatty Acids and Conjugates	0.9279255867004395	Hydroxy fatty acids	0.9773107171058655	Medium-chain hydroxy acids and derivatives	0.7761923670768738			Medium-chain hydroxy acids and derivatives	0.7761923670768738	Hydroxy acids and derivatives	0.8814804553985596	Organic acids and derivatives	0.9999872446060181	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	262
65_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_64	C10H8O4	[M - H]-	C10H8O4	Shikimates and Phenylpropanoids	0.6258007884025574	Coumarins	0.7211818695068359	Isocoumarins	0.7872475981712341	Isocoumarins and derivatives	0.9045735597610474					Isocoumarins and derivatives	0.9045735597610474	Phenylpropanoids and polyketides	0.7858816385269165	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Phenols; Phenylpropanoids and polyketides; Organooxygen compounds; Pyranones and derivatives; Isocoumarins and derivatives; Benzenoids; 1-benzopyrans; 2-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	263
66_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_65	C12H16O2	[M - H]-	C12H16O2	Terpenoids	0.5531399250030518	Monoterpenoids	0.2412237524986267	Catechols with side chains	0.42765507102012634	Alkyl-phenylketones	0.5908416509628296	Ketones	0.7303571701049805	Carbonyl compounds	0.8504664301872253	Organooxygen compounds	0.9999643564224243	Organic oxygen compounds	0.9999127388000488	Organic compounds; Ketones; Acetophenones; Phenols; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Aryl ketones; Aryl alkyl ketones; Organic oxides; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	277
67_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_66	C12H20O2	[M - H]-	C12H20O2	Terpenoids	0.5433242917060852	Fatty acyls	0.4435396194458008	Fatty aldehydes	0.4664011001586914	Medium-chain aldehydes	0.6782073974609375	Aldehydes	0.8286449313163757	Carbonyl compounds	0.9927901029586792	Organooxygen compounds	0.999985933	Organic oxygen compounds	0.9999551773071289	Organic compounds; Lipids and lipid-like molecules; Aldehydes; Organooxygen compounds; Carbonyl compounds; Medium-chain aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	294
68_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_67	C11H18O3	[M - H]-	C11H18O3	Fatty acids	0.7206029295921326	Fatty Acids and Conjugates	0.7889301180839539	Unsaturated fatty acids	0.5571989417076111	Medium-chain fatty acids	0.7739066481590271	Medium-chain fatty acids	0.7739066481590271	Fatty acids and conjugates	0.932806671	Fatty Acyls	0.9041537046432495	Lipids and lipid-like molecules	0.91739583	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	67
69_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_68	C11H18O3	[M - H]-	C11H18O3	Fatty acids	0.6266816258430481	Fatty Acids and Conjugates	0.7047176361083984	Unsaturated fatty acids	0.5774021148681641	Medium-chain fatty acids	0.546290934	Medium-chain fatty acids	0.546290934	Fatty acids and conjugates	0.6202312707901001	Fatty Acyls	0.5609548687934875	Lipids and lipid-like molecules	0.6341654062271118	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	68
70_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_69	C7H5NS3	[M - H]-	C7H5NS3	Alkaloids	0.8025895953178406	Anthranilic acid alkaloids	0.6534295082092285	Phenazine alkaloids	0.538439155	Benzothiazoles	0.9785536527633667					Benzothiazoles	0.9785536527633667	Organoheterocyclic compounds	0.9993894100189209	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organonitrogen compounds; Benzothiazoles; Azoles; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	69
73_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_72	C12H24O2	[M - H]-	C12H24O2	Fatty acids	0.8043327331542969	Fatty Acids and Conjugates	0.816906214	Unsaturated fatty acids	0.7840014100074768	Straight chain fatty acids	0.8411533832550049	Straight chain fatty acids	0.8411533832550049	Fatty acids and conjugates	0.9738175868988037	Fatty Acyls	0.9594621062278748	Lipids and lipid-like molecules	0.9707306623458862	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	72
74_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_73	C10H18O4	[M - H]-	C10H18O4	Fatty acids	0.8952174186706543	Fatty Acids and Conjugates	0.9609139561653137	Dicarboxylic acids	0.9798406958580017	Medium-chain fatty acids	0.9446649551391602	Medium-chain fatty acids	0.9446649551391602	Fatty acids and conjugates	0.9846808910369873	Fatty Acyls	0.9808278679847717	Lipids and lipid-like molecules	0.9860936403274536	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	73
75_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_74	C11H12N2O2	[M - H]-	C11H12N2O2	Amino acids and Peptides	0.9778624773025513	Small peptides	0.9951568245887756	Aminoacids	0.9610999226570129	Alpha amino acids	0.9909479022026062	Amino acids and derivatives	0.9999969005584717	"Amino acids, peptides, and analogues"	0.9999971389770508	Carboxylic acids and derivatives	0.9999970197677612	Organic acids and derivatives	0.9999997615814209	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted pyrroles; Alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	74
76_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_75	C14H22O	[M - H]-	C14H22O	Terpenoids	0.849859357	Sesquiterpenoids	0.823835552	Bisabolane sesquiterpenoids	0.4012870192527771	Sesquiterpenoids	0.6071773171424866			Sesquiterpenoids	0.6071773171424866	Prenol lipids	0.7410750985145569	Lipids and lipid-like molecules	0.6791847348213196	Organic compounds; Lipids and lipid-like molecules; Phenols; Prenol lipids; Organooxygen compounds; Cresols; Sesquiterpenoids; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	75
78_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_77	C14H22O	[M - H]-	C14H22O	Terpenoids	0.9449517726898193	Sesquiterpenoids	0.9572640061378479	Caryophyllane sesquiterpenoids	0.3147593140602112	Sesquiterpenoids	0.7802165746688843			Sesquiterpenoids	0.7802165746688843	Prenol lipids	0.8131317496299744	Lipids and lipid-like molecules	0.7942453622817993	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	77
79_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_78	C14H22O	[M - H]-	C14H22O	Terpenoids	0.5799410939216614	Sesquiterpenoids	0.46788740158081055	Catechols with side chains	0.3168637156486511	Phenylpropanes	0.9243729710578918			Phenylpropanes	0.9243729710578918	Benzene and substituted derivatives	0.9570453763008118	Benzenoids	0.9580451846122742	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	78
80_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_79	C14H22O	[M - H]-	C14H22O	Shikimates and Phenylpropanoids	0.6062920093536377	Aromatic polyketides	0.5562620759010315	Catechols with side chains	0.6483939290046692	Phenylpropanes	0.9814349412918091			Phenylpropanes	0.9814349412918091	Benzene and substituted derivatives	0.996635377	Benzenoids	0.9996992349624634	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenoxides; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	79
82_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_81	C11H13NO3	[M - H]-	C11H13NO3	Amino acids and Peptides	0.9083881974220276	Small peptides	0.969497025	Dipeptides	0.9998493194580078	Phenylalanine and derivatives	0.984933078	Amino acids and derivatives	0.9996219873428345	"Amino acids, peptides, and analogues"	0.9996558427810669	Carboxylic acids and derivatives	0.9999997615814209	Organic acids and derivatives	1	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid salts; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; Organic anions; Acetamides; Organic oxides; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	81
83_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_82	C14H24O	[M - H]-	C14H24O	Terpenoids	0.8014943599700928	Sesquiterpenoids	0.8334239721298218	Caryophyllane sesquiterpenoids	0.2753695845603943	Sesquiterpenoids	0.5423110127449036			Sesquiterpenoids	0.5423110127449036	Prenol lipids	0.7257109880447388	Lipids and lipid-like molecules	0.776928723	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Sesquiterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	82
84_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_83	C14H24O	[M - H]-	C14H24O	Terpenoids	0.8046982288360596	Sesquiterpenoids	0.8250769972801208	Bisabolane sesquiterpenoids	0.5944486856460571	Sesquiterpenoids	0.515989363			Sesquiterpenoids	0.515989363	Prenol lipids	0.6685218811035156	Lipids and lipid-like molecules	0.6656177639961243	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	83
85_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_84	C14H24O	[M - H]-	C14H24O	Terpenoids	0.8706206679344177	Monoterpenoids	0.6542423963546753	Acyclic monoterpenoids	0.29344916343688965	Sesquiterpenoids	0.578290582			Sesquiterpenoids	0.578290582	Prenol lipids	0.9637309312820435	Lipids and lipid-like molecules	0.9655912518501282	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Acyclic monoterpenoids; Monoterpenoids; Sesquiterpenoids; Monocyclic monoterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	84
86_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_85	C10H16N3O2	[M - H]-	C10H16N3O2	Alkaloids	0.5585504770278931	Small peptides	0.3010052740573883	Aminoacids	0.2265496551990509	Amino acids	0.5147706270217896	Amino acids and derivatives	0.3578096628189087	"Amino acids, peptides, and analogues"	0.35876551270484924	Carboxylic acids and derivatives	0.8676223754882812	Organic acids and derivatives	0.9047368764877319	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	85
87_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_86	C12H18O3	[M - H]-	C12H18O3	Fatty acids	0.9266443252563477	Octadecanoids	0.9856321811676025	Jasmonic acids	0.7774147391319275	Jasmonic acids	0.5130788087844849	Jasmonic acids	0.5130788087844849	Lineolic acids and derivatives	0.5558372735977173	Fatty Acyls	0.8961241841316223	Lipids and lipid-like molecules	0.8404344320297241	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Lineolic acids and derivatives; Jasmonic acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	86
88_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_87	C12H18O3	[M - H]-	C12H18O3	Fatty acids	0.7624790072441101	Octadecanoids	0.6772487163543701	Oxo fatty acids	0.6066413521766663	Fatty acids and conjugates	0.5365589261054993			Fatty acids and conjugates	0.5365589261054993	Fatty Acyls	0.6421460509300232	Lipids and lipid-like molecules	0.6975063681602478	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	87
89_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_88	C13H22O2	[M - H]-	C13H22O2	Fatty acids	0.5470987558364868	Miscellaneous polyketides	0.42542800307273865	Paraconic acids and derivatives	0.7183057069778442	Gamma butyrolactones	0.5670605897903442			Gamma butyrolactones	0.5670605897903442	Lactones	0.8676393628120422	Organoheterocyclic compounds	0.8284171223640442	"Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Gamma butyrolactones; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	88
90_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_89	C12H20O3	[M - H]-	C12H20O3	Fatty acids	0.6096083521842957	Fatty Acids and Conjugates	0.7206442952156067	Hydroxy fatty acids	0.6309238076210022	Fatty acids and conjugates	0.6264025568962097			Fatty acids and conjugates	0.6264025568962097	Fatty Acyls	0.571042001	Lipids and lipid-like molecules	0.7984710931777954	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	89
92_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_91	C11H18O4	[M - H]-	C11H18O4	Fatty acids	0.8300921320915222	Fatty Acids and Conjugates	0.9037113785743713	Dicarboxylic acids	0.9459031820297241	Medium-chain fatty acids	0.9030887484550476	Medium-chain fatty acids	0.9030887484550476	Fatty acids and conjugates	0.9471681714057922	Fatty Acyls	0.9342193603515625	Lipids and lipid-like molecules	0.9416805505752563	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	91
93_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_92	C11H18O4	[M - H]-	C11H18O4	Fatty acids	0.7841362953186035	Fatty Acids and Conjugates	0.8835235238075256	Hydroxy fatty acids	0.9064273238182068	Medium-chain hydroxy acids and derivatives	0.6934686303138733			Medium-chain hydroxy acids and derivatives	0.6934686303138733	Hydroxy acids and derivatives	0.7643348574638367	Organic acids and derivatives	0.9998518228530884	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	92
94_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_93	C12H22O3	[M - H]-	C12H22O3	Fatty acids	0.7145381569862366	Fatty Acids and Conjugates	0.9035552740097046	Branched fatty acids	0.65048933	Medium-chain fatty acids	0.8482599258422852	Medium-chain fatty acids	0.8482599258422852	Fatty acids and conjugates	0.9658370614051819	Fatty Acyls	0.9441999793052673	Lipids and lipid-like molecules	0.9658511877059937	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	93
95_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_94	C12H22O3	[M - H]-	C12H22O3	Fatty acids	0.8450237512588501	Fatty Acids and Conjugates	0.8779553771018982	Hydroxy fatty acids	0.9623531103134155	Medium-chain hydroxy acids and derivatives	0.5952287912368774			Medium-chain hydroxy acids and derivatives	0.5952287912368774	Hydroxy acids and derivatives	0.8398950695991516	Organic acids and derivatives	0.9997134804725647	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	94
98_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_97	C7H5NO3S2	[M - H]-	C7H5NO3S2	Alkaloids	0.8165163993835449	Anthranilic acid alkaloids	0.6772117614746094	Phenazine alkaloids	0.5487788319587708	Arylsulfonic acids and derivatives	0.772678554	Arylsulfonic acids and derivatives	0.772678554	Organosulfonic acids and derivatives	0.9282354712486267	Organic sulfonic acids and derivatives	0.9281405806541443	Organic acids and derivatives	0.9983003735542297	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Benzothiazoles; Azoles; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzenoids; Organic anions; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	97
